,index,set_code,set_name,set_link
25,0,s08a,[S8a] 拡張パック 25th ANNIVERSARY COLLECTION,https://yuyu-tei.jp/sell/poc/s/s08a
26,0,s08,[S8] 拡張パック フュージョンアーツ,https://yuyu-tei.jp/sell/poc/s/s08
27,0,s07d,[S7D] 拡張パック 摩天パーフェクト,https://yuyu-tei.jp/sell/poc/s/s07d
28,0,s07r,[S7R] 拡張パック 蒼空ストリーム,https://yuyu-tei.jp/sell/poc/s/s07r
29,0,s06a,[S6a] 強化拡張パック イーブイヒーローズ,https://yuyu-tei.jp/sell/poc/s/s06a
30,0,s06h,[S6H] 拡張パック 白銀のランス,https://yuyu-tei.jp/sell/poc/s/s06h
31,0,s06k,[S6K] 拡張パック 漆黒のガイスト,https://yuyu-tei.jp/sell/poc/s/s06k
32,0,s05a,[S5a] 強化拡張パック 双璧のファイター,https://yuyu-tei.jp/sell/poc/s/s05a
33,0,s05i,[S5I] 拡張パック 一撃マスター,https://yuyu-tei.jp/sell/poc/s/s05i
34,0,s05r,[S5R] 拡張パック 連撃マスター,https://yuyu-tei.jp/sell/poc/s/s05r
35,0,s04,[S4] 拡張パック 仰天のボルテッカー,https://yuyu-tei.jp/sell/poc/s/s04
36,0,s03a,[S3a] 強化拡張パック 伝説の鼓動,https://yuyu-tei.jp/sell/poc/s/s03a
37,0,s03,[S3] 拡張パック ムゲンゾーン,https://yuyu-tei.jp/sell/poc/s/s03
38,0,s02a,[S2a] 強化拡張パック 爆炎ウォーカー,https://yuyu-tei.jp/sell/poc/s/s02a
39,0,s02,[S2] 拡張パック 反逆クラッシュ,https://yuyu-tei.jp/sell/poc/s/s02
40,0,s01a,[S1a] 強化拡張パック VMAXライジング,https://yuyu-tei.jp/sell/poc/s/s01a
41,0,s01w,[S1W] 拡張パック ソード,https://yuyu-tei.jp/sell/poc/s/s01w
42,0,s01h,[S1H] 拡張パック シールド,https://yuyu-tei.jp/sell/poc/s/s01h
43,0,sm12,[SM12] 拡張パック オルタージェネシス,https://yuyu-tei.jp/sell/poc/s/sm12
44,0,sm11b,[SM11b] 強化拡張パック ドリームリーグ,https://yuyu-tei.jp/sell/poc/s/sm11b
45,0,sm11a,[SM11a] 強化拡張パック リミックスバウト,https://yuyu-tei.jp/sell/poc/s/sm11a
46,0,sm11,[SM11] 拡張パック ミラクルツイン,https://yuyu-tei.jp/sell/poc/s/sm11
47,0,sm10b,[SM10b] 強化拡張パック スカイレジェンド,https://yuyu-tei.jp/sell/poc/s/sm10b
48,0,sm10a,[SM10a] 強化拡張パック ジージーエンド,https://yuyu-tei.jp/sell/poc/s/sm10a
49,0,sm10,[SM10] 拡張パック ダブルブレイズ,https://yuyu-tei.jp/sell/poc/s/sm10
50,0,sm09b,[SM9b] 強化拡張パック フルメタルウォール,https://yuyu-tei.jp/sell/poc/s/sm09b
51,0,sm09a,[SM9a] 強化拡張パック ナイトユニゾン,https://yuyu-tei.jp/sell/poc/s/sm09a
52,0,sm09,[SM9] 拡張パック タッグボルト,https://yuyu-tei.jp/sell/poc/s/sm09
53,0,sm08a,[SM8a] 強化拡張パック ダークオーダー,https://yuyu-tei.jp/sell/poc/s/sm08a
54,0,sm08,[SM8] 拡張パック 超爆インパクト,https://yuyu-tei.jp/sell/poc/s/sm08
55,0,sm07b,[SM7b] 強化拡張パック フェアリーライズ,https://yuyu-tei.jp/sell/poc/s/sm07b
56,0,sm07a,[SM7a] 強化拡張パック 迅雷スパーク,https://yuyu-tei.jp/sell/poc/s/sm07a
57,0,sm07,[SM7] 拡張パック 裂空のカリスマ,https://yuyu-tei.jp/sell/poc/s/sm07
58,0,sm06b,[SM6b] 強化拡張パック チャンピオンロード,https://yuyu-tei.jp/sell/poc/s/sm06b
59,0,sm06a,[SM6a] 強化拡張パック ドラゴンストーム,https://yuyu-tei.jp/sell/poc/s/sm06a
60,0,sm06,[SM6] 拡張パック 禁断の光,https://yuyu-tei.jp/sell/poc/s/sm06
61,0,sm05plus,[SM5+] 強化拡張パック ウルトラフォース,https://yuyu-tei.jp/sell/poc/s/sm05plus
62,0,sm05s,[SM5S] 拡張パック ウルトラサン,https://yuyu-tei.jp/sell/poc/s/sm05s
63,0,sm05m,[SM5M] 拡張パック ウルトラムーン,https://yuyu-tei.jp/sell/poc/s/sm05m
64,0,sm04s,[SM4S] 拡張パック 覚醒の勇者,https://yuyu-tei.jp/sell/poc/s/sm04s
65,0,sm04a,[SM4A] 拡張パック 超次元の暴獣,https://yuyu-tei.jp/sell/poc/s/sm04a
66,0,sm03plus,[SM3+] 強化拡張パック ひかる伝説,https://yuyu-tei.jp/sell/poc/s/sm03plus
67,0,sm03h,[SM3H] 拡張パック 闘う虹を見たか,https://yuyu-tei.jp/sell/poc/s/sm03h
68,0,sm03n,[SM3N] 拡張パック 光を喰らう闇,https://yuyu-tei.jp/sell/poc/s/sm03n
69,0,sm02plus,[SM2+] 強化拡張パック 新たなる試練の向こう,https://yuyu-tei.jp/sell/poc/s/sm02plus
70,0,sm02k,[SM2K] 拡張パック キミを待つ島々,https://yuyu-tei.jp/sell/poc/s/sm02k
71,0,sm02l,[SM2L] 拡張パック アローラの月光,https://yuyu-tei.jp/sell/poc/s/sm02l
72,0,sm01plus,[SM1+] 強化拡張パック サン＆ムーン,https://yuyu-tei.jp/sell/poc/s/sm01plus
73,0,sm01s,[SM1S] コレクション サン,https://yuyu-tei.jp/sell/poc/s/sm01s
74,0,sm01m,[SM1M] コレクション ムーン,https://yuyu-tei.jp/sell/poc/s/sm01m
75,0,xy11ef,[XY11] 爆熱の闘士,https://yuyu-tei.jp/sell/poc/s/xy11ef
76,0,xy11ct,[XY11] 冷酷の反逆者,https://yuyu-tei.jp/sell/poc/s/xy11ct
77,0,xy10,[XY10] めざめる超王,https://yuyu-tei.jp/sell/poc/s/xy10
78,0,xy09,[XY9] 破天の怒り,https://yuyu-tei.jp/sell/poc/s/xy09
79,0,xy08rf,[XY8] 赤い閃光,https://yuyu-tei.jp/sell/poc/s/xy08rf
80,0,xy08bs,[XY8] 青い衝撃,https://yuyu-tei.jp/sell/poc/s/xy08bs
81,0,xy07,[XY7] バンデットリング,https://yuyu-tei.jp/sell/poc/s/xy07
82,0,xy06,[XY6] エメラルドブレイク,https://yuyu-tei.jp/sell/poc/s/xy06
83,0,xy05gv,[XY5] ガイアボルケーノ,https://yuyu-tei.jp/sell/poc/s/xy05gv
84,0,xy05ts,[XY5] タイダルストーム,https://yuyu-tei.jp/sell/poc/s/xy05ts
85,0,xy04,[XY4] ファントムゲート,https://yuyu-tei.jp/sell/poc/s/xy04
86,0,xy03,[XY3] ライジングフィスト,https://yuyu-tei.jp/sell/poc/s/xy03
87,0,xy02,[XY2] ワイルドブレイズ,https://yuyu-tei.jp/sell/poc/s/xy02
88,0,xy01x,[XY1] コレクションX,https://yuyu-tei.jp/sell/poc/s/xy01x
89,0,xy01y,[XY1] コレクションY,https://yuyu-tei.jp/sell/poc/s/xy01y
90,0,bw09,[BW9] 拡張パック メガロキャノン,https://yuyu-tei.jp/sell/poc/s/bw09
91,0,bw08sf,[BW8] 拡張パック ラセンフォース,https://yuyu-tei.jp/sell/poc/s/bw08sf
92,0,bw08tk,[BW8] 拡張パック ライデンナックル,https://yuyu-tei.jp/sell/poc/s/bw08tk
93,0,bw07,[BW7] 拡張パック プラズマゲイル,https://yuyu-tei.jp/sell/poc/s/bw07
94,0,bw06fb,[BW6] 拡張パック フリーズボルト,https://yuyu-tei.jp/sell/poc/s/bw06fb
95,0,bw06cf,[BW6] 拡張パック コールドフレア,https://yuyu-tei.jp/sell/poc/s/bw06cf
96,0,bw05st,[BW5] 拡張パック リューズブラスト,https://yuyu-tei.jp/sell/poc/s/bw05st
97,0,bw05de,[BW5] 拡張パック リューノブレード,https://yuyu-tei.jp/sell/poc/s/bw05de
98,0,bw04,[BW4] 拡張パック ダークラッシュ,https://yuyu-tei.jp/sell/poc/s/bw04
99,0,bw03pd,[BW3] 拡張パック サイコドライブ,https://yuyu-tei.jp/sell/poc/s/bw03pd
100,0,bw03hb,[BW3] 拡張パック ヘイルブリザード,https://yuyu-tei.jp/sell/poc/s/bw03hb
101,0,bw02,[BW2] 拡張パック レッドコレクション,https://yuyu-tei.jp/sell/poc/s/bw02
102,0,bw01b,[BW1] 拡張パック ブラックコレクション,https://yuyu-tei.jp/sell/poc/s/bw01b
103,0,bw01w,[BW1] 拡張パック ホワイトコレクション,https://yuyu-tei.jp/sell/poc/s/bw01w
104,0,sv04a,[SV4a] ハイクラスパック シャイニートレジャーex,https://yuyu-tei.jp/sell/poc/s/sv04a
105,0,s12a,[S12a] ハイクラスパック VSTARユニバース,https://yuyu-tei.jp/sell/poc/s/s12a
106,0,s08b,[S8b] ハイクラスパック VMAXクライマックス,https://yuyu-tei.jp/sell/poc/s/s08b
107,0,s04a,[S4a] ハイクラスパック シャイニースターV,https://yuyu-tei.jp/sell/poc/s/s04a
108,0,sm12a,[SM12a] ハイクラスパック TAG TEAM GX タッグオールスターズ,https://yuyu-tei.jp/sell/poc/s/sm12a
109,0,smp2,[SMP2] ムービースペシャルパック 名探偵ピカチュウ,https://yuyu-tei.jp/sell/poc/s/smp2
110,0,sm08b,[SM8b] ハイクラスパック GXウルトラシャイニー,https://yuyu-tei.jp/sell/poc/s/sm08b
111,0,sm04plus,[SM4+] ハイクラスパック GXバトルブースト,https://yuyu-tei.jp/sell/poc/s/sm04plus
112,0,hp,[HP] ハイクラスパック THE BEST OF XY,https://yuyu-tei.jp/sell/poc/s/hp
113,0,xycp06,[CP6] 拡張パック 20th Anniversary,https://yuyu-tei.jp/sell/poc/s/xycp06
114,0,xycp05,[CP5] 幻・伝説ドリームキラコレクション,https://yuyu-tei.jp/sell/poc/s/xycp05
115,0,xycp04,[CP4] プレミアムチャンピオンパック EX×M×BREAK,https://yuyu-tei.jp/sell/poc/s/xycp04
116,0,xycp03,[CP3] ポケキュンコレクション,https://yuyu-tei.jp/sell/poc/s/xycp03
117,0,xycp02,[CP2] 伝説キラコレクション,https://yuyu-tei.jp/sell/poc/s/xycp02
118,0,xycp01,[CP1] マグマ団VSアクア団 ダブルクライシス,https://yuyu-tei.jp/sell/poc/s/xycp01
119,0,ebb,[EBB] コンセプトパック EXバトルブースト,https://yuyu-tei.jp/sell/poc/s/ebb
120,0,sc,[SC] コンセプトパック シャイニーコレクション,https://yuyu-tei.jp/sell/poc/s/sc
121,0,ds,[DS] 拡張パック ドラゴンセレクション,https://yuyu-tei.jp/sell/poc/s/ds
122,0,svi,[SVI] バトルアカデミー/いつでもどこでも バトルアカデミー,https://yuyu-tei.jp/sell/poc/s/svi
123,0,svhk,[SVHK] スターターデッキ＆ビルドセット 古代のコライドンex,https://yuyu-tei.jp/sell/poc/s/svhk
124,0,svhm,[SVHM] スターターデッキ＆ビルドセット 未来のミライドンex,https://yuyu-tei.jp/sell/poc/s/svhm
125,0,svg,[SVG] スペシャルデッキセットex フシギバナ・リザードン・カメックス,https://yuyu-tei.jp/sell/poc/s/svg
126,0,svem,[SVEM] スターターセット テラスタル ミュウツーex,https://yuyu-tei.jp/sell/poc/s/svem
127,0,svel,[SVEL] スターターセット テラスタル ラウドボーンex,https://yuyu-tei.jp/sell/poc/s/svel
128,0,wcs23,[WCS23] ポケモンワールドチャンピオンシップス2023横浜 記念デッキ「ピカチュウ」,https://yuyu-tei.jp/sell/poc/s/wcs23
129,0,svd,[SVD] exスタートデッキ,https://yuyu-tei.jp/sell/poc/s/svd
130,0,svc,[SVC] スターターセットex ピカチュウex&パーモット,https://yuyu-tei.jp/sell/poc/s/svc
131,0,svam,[SVAM] スターターセットex ニャオハ&ルカリオex,https://yuyu-tei.jp/sell/poc/s/svam
132,0,sval,[SVAL] スターターセットex ホゲータ&デンリュウex,https://yuyu-tei.jp/sell/poc/s/sval
133,0,svaw,[SVAW] スターターセットex クワッス&ミミッキュex,https://yuyu-tei.jp/sell/poc/s/svaw
134,0,spz,[SPZ] VSTAR&VMAX ハイクラスデッキ ゼラオラ,https://yuyu-tei.jp/sell/poc/s/spz
135,0,spd,[SPD] VSTAR&VMAX ハイクラスデッキ デオキシス,https://yuyu-tei.jp/sell/poc/s/spd
136,0,so,[SO] スペシャルデッキセット リザードンVSTAR vs レックウザVMAX,https://yuyu-tei.jp/sell/poc/s/so
137,0,sn,[SN] スタートデッキ100 コロコロコミックver.,https://yuyu-tei.jp/sell/poc/s/sn
138,0,sll,[SLL] スターターセットVSTAR ルカリオ,https://yuyu-tei.jp/sell/poc/s/sll
139,0,sld,[SLD] スターターセットVSTAR ダークライ,https://yuyu-tei.jp/sell/poc/s/sld
140,0,sj,[SJ] スペシャルデッキセット ザシアン・ザマゼンタ vs ムゲンダイナ,https://yuyu-tei.jp/sell/poc/s/sj
141,0,si,[SI] スタートデッキ100,https://yuyu-tei.jp/sell/poc/s/si
142,0,sh,[SH] ファミリーポケモンカードゲーム,https://yuyu-tei.jp/sell/poc/s/sh
143,0,sgg,[SGG] ハイクラスデッキ ゲンガーVMAX,https://yuyu-tei.jp/sell/poc/s/sgg
144,0,sgi,[SGI] ハイクラスデッキ インテレオンVMAX,https://yuyu-tei.jp/sell/poc/s/sgi
145,0,sef,[SEF] スターターセットVMAX フシギバナ,https://yuyu-tei.jp/sell/poc/s/sef
146,0,sek,[SEK] スターターセットVMAX カメックス,https://yuyu-tei.jp/sell/poc/s/sek
147,0,sd,[SD] Vスタートデッキ,https://yuyu-tei.jp/sell/poc/s/sd
148,0,sccha2,[SC2] スターターセットVMAX リザードン,https://yuyu-tei.jp/sell/poc/s/sccha2
149,0,sccha,[SC] スターターセットVMAX リザードン,https://yuyu-tei.jp/sell/poc/s/sccha
150,0,scgri,[SC] スターターセットVMAX オーロンゲ,https://yuyu-tei.jp/sell/poc/s/scgri
151,0,sagra,[SA] スターターセットV 草,https://yuyu-tei.jp/sell/poc/s/sagra
152,0,safir,[SA] スターターセットV 炎,https://yuyu-tei.jp/sell/poc/s/safir
153,0,sawat,[SA] スターターセットV 水,https://yuyu-tei.jp/sell/poc/s/sawat
154,0,salig,[SA] スターターセットV 雷,https://yuyu-tei.jp/sell/poc/s/salig
155,0,safig,[SA] スターターセットV 闘,https://yuyu-tei.jp/sell/poc/s/safig
156,0,smm,[SMM] スターターセット TAG TEAM GX エーフィ&デオキシスGX/ブラッキー&ダークライGX,https://yuyu-tei.jp/sell/poc/s/smm
157,0,sml,[SML] ファミリーポケモンカードゲーム,https://yuyu-tei.jp/sell/poc/s/sml
158,0,smk,[SMK] トレーナーバトルデッキ ニビシティジムのタケシ/ハナダシティジムのカスミ,https://yuyu-tei.jp/sell/poc/s/smk
159,0,smi,[SMI] スターターセット 炎のブースターGX/水のシャワーズGX/雷のサンダースGX,https://yuyu-tei.jp/sell/poc/s/smi
160,0,smh,[SMH] GXスタートデッキ,https://yuyu-tei.jp/sell/poc/s/smh
161,0,sme,[SME] スターターセット伝説 ソルガレオGX ルナアーラGX,https://yuyu-tei.jp/sell/poc/s/sme
162,0,smd,[SMD] 30枚デッキ対戦セット サトシVSロケット団,https://yuyu-tei.jp/sell/poc/s/smd
163,0,smc,[SMC] スターターセット改造 カプ・ブルルGX,https://yuyu-tei.jp/sell/poc/s/smc
164,0,smp1,[SMP1] イワンコ全力デッキ,https://yuyu-tei.jp/sell/poc/s/smp1
165,0,sma,[SMA] スターターセット草 ジュナイパーGX / スターターセット炎 ガオガエンGX / スターターセット水 アシレーヌGX,https://yuyu-tei.jp/sell/poc/s/sma
166,0,xyh,[XYH] メガバトルデッキ60 メガタブンネEX,https://yuyu-tei.jp/sell/poc/s/xyh
167,0,xyg,[XYG] パーフェクトバトルデッキ60 ジガルデEX,https://yuyu-tei.jp/sell/poc/s/xyg
168,0,xyf,[XYF] BREAKコンボデッキ60 ゴルダックBREAK+パルキアEX,https://yuyu-tei.jp/sell/poc/s/xyf
169,0,xye,[XYE] 対戦スタートセット30 エンブオーEX VS トゲキッスEX,https://yuyu-tei.jp/sell/poc/s/xye
170,0,xyd,[XYD] メガバトルデッキ60 メガレックウザEX,https://yuyu-tei.jp/sell/poc/s/xyd
171,0,xyb,[XYB] ハイパーメタルチェーンデッキ60 ディアルガEX+ギルガルドEX,https://yuyu-tei.jp/sell/poc/s/xyb
172,0,xya,[XYA] メガバトルデッキ60 メガリザードンEX,https://yuyu-tei.jp/sell/poc/s/xya
173,0,x30,[X30] ゼルネアスデッキ30,https://yuyu-tei.jp/sell/poc/s/x30
174,0,y30,[Y30] イベルタルデッキ30,https://yuyu-tei.jp/sell/poc/s/y30
175,0,hxy,[HXY] はじめてセット,https://yuyu-tei.jp/sell/poc/s/hxy
176,0,mg,[MG] 30枚デッキ対戦set「ミュウツーVSゲノセクト」,https://yuyu-tei.jp/sell/poc/s/mg
177,0,kplusk,[K+K] 最強爆流コンボデッキ60 カメックス+キュレムEX,https://yuyu-tei.jp/sell/poc/s/kplusk
178,0,bkb,[BKB] バトル強化デッキ60 ブラックキュレムEX,https://yuyu-tei.jp/sell/poc/s/bkb
179,0,bkw,[BKW] バトル強化デッキ60 ホワイトキュレムEX,https://yuyu-tei.jp/sell/poc/s/bkw
180,0,ppd,[PPD] プラズマ団パワードデッキ30,https://yuyu-tei.jp/sell/poc/s/ppd
181,0,kld,[KLD] バトル強化デッキ30 ケルディオ,https://yuyu-tei.jp/sell/poc/s/kld
182,0,szd,[SZD] サザンドラデッキ30,https://yuyu-tei.jp/sell/poc/s/szd
183,0,gbr,[GBR] ガブリアスデッキ30,https://yuyu-tei.jp/sell/poc/s/gbr
184,0,bkr,[BKR] バトル強化デッキ60 レシラムEX,https://yuyu-tei.jp/sell/poc/s/bkr
185,0,bkz,[BKZ] バトル強化デッキ60 ゼクロムEX,https://yuyu-tei.jp/sell/poc/s/bkz
186,0,btv,[BTV] バトルテーマデッキ ビクティニ,https://yuyu-tei.jp/sell/poc/s/btv
187,0,bkv,[BK] バトル強化デッキ ビリジオン,https://yuyu-tei.jp/sell/poc/s/bkv
188,0,bkt,[BK] バトル強化デッキ テラキオン,https://yuyu-tei.jp/sell/poc/s/bkt
189,0,bkc,[BK] バトル強化デッキ コバルオン,https://yuyu-tei.jp/sell/poc/s/bkc
190,0,hs,[HS] はじめてセット/はじめてセット forガール,https://yuyu-tei.jp/sell/poc/s/hs
191,0,hsplus,[HS+] はじめてセット＋,https://yuyu-tei.jp/sell/poc/s/hsplus
192,0,hsp,[HSP] はじめてセットDX ピカチュウver.,https://yuyu-tei.jp/sell/poc/s/hsp
193,0,hsz,[HSZ] はじめてセット 全国図鑑版,https://yuyu-tei.jp/sell/poc/s/hsz
194,0,clf,[CLF] ポケモンカードゲーム Classic「フシギバナ＆ルギアexデッキ」,https://yuyu-tei.jp/sell/poc/s/clf
195,0,cll,[CLL] ポケモンカードゲーム Classic「リザードン＆ホウオウexデッキ」,https://yuyu-tei.jp/sell/poc/s/cll
196,0,clk,[CLK] ポケモンカードゲーム Classic「カメックス&スイクンexデッキ」,https://yuyu-tei.jp/sell/poc/s/clk
197,0,svf,[SVF] デッキビルドBOX 黒炎の支配者,https://yuyu-tei.jp/sell/poc/s/svf
198,0,svb,[SVB] プレミアムトレーナーボックスex,https://yuyu-tei.jp/sell/poc/s/svb
199,0,svp1,[SVP1] exスペシャルセット,https://yuyu-tei.jp/sell/poc/s/svp1
200,0,s08a-g,[S8a-G] 25th ANNIVERSARY GOLDEN BOX,https://yuyu-tei.jp/sell/poc/s/s08a-g
201,0,sk,[SK] プレミアムトレーナーボックス VSTAR,https://yuyu-tei.jp/sell/poc/s/sk
202,0,sf,[SF] プレミアムトレーナーボックス ICHIGEKI・RENGEKI,https://yuyu-tei.jp/sell/poc/s/sf
203,0,sb,[SB] プレミアムトレーナーボックス ソード＆シールド,https://yuyu-tei.jp/sell/poc/s/sb
204,0,sp6,[SP6] VSTARスペシャルセット,https://yuyu-tei.jp/sell/poc/s/sp6
205,0,sp5,[SP5] スペシャルカードセット ミュウツーV-UNION/ゲッコウガV-UNION/ザシアンV-UNION,https://yuyu-tei.jp/sell/poc/s/sp5
206,0,sp4,[SP4] VMAXスペシャルセット イーブイヒーローズ,https://yuyu-tei.jp/sell/poc/s/sp4
207,0,sp3,[SP3] ジャンボパックセット 白銀のランス＆漆黒のガイスト,https://yuyu-tei.jp/sell/poc/s/sp3
208,0,sp2,[SP2] VMAXスペシャルセット,https://yuyu-tei.jp/sell/poc/s/sp2
209,0,sp1,[SP1] ザシアン＋ザマゼンタBOX,https://yuyu-tei.jp/sell/poc/s/sp1
210,0,smn,[SMN] デッキビルドBOX TAG TEAM GX,https://yuyu-tei.jp/sell/poc/s/smn
211,0,smj,[SMJ] プレミアムトレーナーボックス TAG TEAM GX,https://yuyu-tei.jp/sell/poc/s/smj
212,0,smg,[SMG] デッキビルドBOX ウルトラサン/ウルトラムーン,https://yuyu-tei.jp/sell/poc/s/smg
213,0,smf,[SMF] プレミアムトレーナーボックス ウルトラサン・ウルトラムーン,https://yuyu-tei.jp/sell/poc/s/smf
214,0,smb,[SMB] プレミアムトレーナーボックス,https://yuyu-tei.jp/sell/poc/s/smb
215,0,sm00,[SM00] ピカチュウと新しい仲間たち,https://yuyu-tei.jp/sell/poc/s/sm00
216,0,bwxybox,[BW/XY] エクストラレギュレーションBOX,https://yuyu-tei.jp/sell/poc/s/bwxybox
217,0,20th,[20th] スターターパック,https://yuyu-tei.jp/sell/poc/s/20th
218,0,snprb,[SNP] BREAK進化パック ライチュウBREAK,https://yuyu-tei.jp/sell/poc/s/snprb
219,0,snpnb,[SNP] BREAK進化パック オンバーンBREAK,https://yuyu-tei.jp/sell/poc/s/snpnb
220,0,mmbp,[MMBP] メガマスターデッキビルドBOX パワースタイル,https://yuyu-tei.jp/sell/poc/s/mmbp
221,0,mmbs,[MMBS] メガマスターデッキビルドBOX スピードスタイル,https://yuyu-tei.jp/sell/poc/s/mmbs
222,0,xyc,[XYC] スーパーレジェンドセット60 ゼルネアスEX・イベルタルEX,https://yuyu-tei.jp/sell/poc/s/xyc
223,0,wak,[WAK] みんなのWAKUWAKUバトル,https://yuyu-tei.jp/sell/poc/s/wak
224,0,pbg,[PBG] プラズマ団バトルギフトセット,https://yuyu-tei.jp/sell/poc/s/pbg
225,0,mdb,[MDB] トッププレイヤーが選ぶ100＋40枚 マスターデッキビルドBOX EX,https://yuyu-tei.jp/sell/poc/s/mdb
226,0,bgs,[BGS] バトルギフトセット ボルトロスVSトルネロス,https://yuyu-tei.jp/sell/poc/s/bgs
227,0,cs1,[CS1] コレクションシート 旅立ちの仲間 ツタージャ/ポカブ/ミジュマル,https://yuyu-tei.jp/sell/poc/s/cs1
228,0,sv-energy,基本エネルギー【スカーレット＆バイオレット シリーズ】,https://yuyu-tei.jp/sell/poc/s/sv-energy
229,0,s-energy,基本エネルギー【ソード&シールド シリーズ】,https://yuyu-tei.jp/sell/poc/s/s-energy
230,0,sm-energy,基本エネルギー【サン&ムーン シリーズ】,https://yuyu-tei.jp/sell/poc/s/sm-energy
231,0,xy-energy,基本エネルギー【XY・XY BREAK シリーズ】,https://yuyu-tei.jp/sell/poc/s/xy-energy
232,0,bw-energy,基本エネルギー【BW シリーズ】,https://yuyu-tei.jp/sell/poc/s/bw-energy
233,0,svpromo-200,SV プロモーションカード【101〜200】,https://yuyu-tei.jp/sell/poc/s/svpromo-200
234,0,svpromo-100,SV プロモーションカード【001〜100】,https://yuyu-tei.jp/sell/poc/s/svpromo-100
235,0,s08a-p,[S8a-P] プロモカードパック 25th ANNIVERSARY edition,https://yuyu-tei.jp/sell/poc/s/s08a-p
236,0,spromo-400,S プロモーションカード【301〜400】,https://yuyu-tei.jp/sell/poc/s/spromo-400
237,0,spromo-300,S プロモーションカード【201〜300】,https://yuyu-tei.jp/sell/poc/s/spromo-300
238,0,spromo-200,S プロモーションカード【101〜200】,https://yuyu-tei.jp/sell/poc/s/spromo-200
239,0,spromo-100,S プロモーションカード【001〜100】,https://yuyu-tei.jp/sell/poc/s/spromo-100
240,0,spromo-other,S プロモーションカード【その他】,https://yuyu-tei.jp/sell/poc/s/spromo-other
241,0,smpromo-500,SM プロモーションカード【401〜500】,https://yuyu-tei.jp/sell/poc/s/smpromo-500
242,0,smpromo-400,SM プロモーションカード【301〜400】,https://yuyu-tei.jp/sell/poc/s/smpromo-400
243,0,smpromo-300,SM プロモーションカード【201〜300】,https://yuyu-tei.jp/sell/poc/s/smpromo-300
244,0,smpromo-200,SM プロモーションカード【101〜200】,https://yuyu-tei.jp/sell/poc/s/smpromo-200
245,0,smpromo-100,SM プロモーションカード【001〜100】,https://yuyu-tei.jp/sell/poc/s/smpromo-100
246,0,smpromo-other,SM プロモーションカード【その他】,https://yuyu-tei.jp/sell/poc/s/smpromo-other
247,0,xypromo-300,XY プロモーションカード【201〜300】,https://yuyu-tei.jp/sell/poc/s/xypromo-300
248,0,xypromo-200,XY プロモーションカード【101〜200】,https://yuyu-tei.jp/sell/poc/s/xypromo-200
